madb_id,medium,duplicated,id,title,suffix,ruby,started_year,started_month,started_day,ended_year,ended_month,ended_day,broadcast,author,original_title,madb_uri,official_uri,memo
ANS000602000,OVA,,dfvLieAa8Jt,装甲騎女イリス,,ソウコウキジョイリス,2007,11,30,,,,PIXY,-,,http://mediaarts-db.jp/an/anime_series/10342,,
ANS000908400,劇場,ダブり,W6bznDRkbya,STRAIT JACKET ストレイト・ジャケット,ダブり,ストレイトジャケット,2007,11,,,,,-,榊一郎,,http://mediaarts-db.jp/an/anime_series/14344,,OVAと映画があるが、映画の存在は確認できないので先行上映の類と思われる
ANS008092400,TV,,SLYb5nNwMvS,みんなのうた「じーじのえてがみ ～グランドファザーズ・レター～」,,ミンナノウタ ジージノエテガミグランドファザーズレター,2007,12,1,,,,-,-,,http://mediaarts-db.jp/an/anime_series/18657,,
ANS008092600,TV,,NKsYkiC7oba,みんなのうた「なんのこれしきふろしきマン」,,ミンナノウタ ナンノコレシキフロシキマン,2007,12,1,,,,-,-,,http://mediaarts-db.jp/an/anime_series/18659,,
ANS008092500,TV,,sgMPyJecsN7,みんなのうた「しあわせだいふく」,,ミンナノウタ シアワセダイフク,2007,12,1,,,,-,-,,http://mediaarts-db.jp/an/anime_series/18658,,
ANS000596100,劇場,,uXLxCzZvGF2,劇場版 空の境界 第一章 俯瞰風景,,ゲキジョウバン カラノキョウカイ ダイイッショウ フカンフウケイ,2007,12,1,,,,アニプレックス配給,奈須きのこ 『空の境界』,,http://mediaarts-db.jp/an/anime_series/10236,,サブタイトル「the Garden of sinners」
ANS000871700,TV,,fiEjbX4ATpV,さぁイコー!たまごっち,,サァイコー タマゴッチ,2007,12,1,2008,2,16,BS11,BANDAI+WiZ,,http://mediaarts-db.jp/an/anime_series/13893,,
ANS000595800,TV,,9WsHtK3F7JN,20th Anniversary ああっ女神さまっ 闘う翼,,トェンティース アニヴァーサリー アアッメガミサマッ タタカウツバサ,2007,12,9,2007,12,9,TBS、BS-i,-,,http://mediaarts-db.jp/an/anime_series/10230,,
ANS000602700,OVA,,ty5PdjvpLgR,エグザムライ 序章,,エグザムライ ジョショウ,2007,12,12,,,,-,松田誠,,http://mediaarts-db.jp/an/anime_series/10353,,
ANS000595900,TV,,SPiAYQrt4fq,AYAKASHI,,アヤカシ,2007,12,12,2008,2,27,AT-X,-,,http://mediaarts-db.jp/an/anime_series/10232,,
ANS000596200,劇場,,fSf39jY2PSc,えいがでとーじょー! たまごっち ドキドキ! うちゅーのまいごっち!?,,エイガデトージョータマゴッチ ドキドキウチューノマイゴッチ,2007,12,15,,,,東宝配給,BANDAI WiZ,,http://mediaarts-db.jp/an/anime_series/10238,,
ANS000596300,劇場,,9YDYBxoNCmE,サーフズ・アップ,,サーフズ アップ,2007,12,15,,,,SPE,-,,http://mediaarts-db.jp/an/anime_series/10240,,
ANS000596400,劇場,,LJkP5WH5hXT,雪の女王<新訳版>,,ユキノジョウオウ シンヤクヘン,2007,12,15,,,,三鷹の森ジブリ美術館,-,,http://mediaarts-db.jp/an/anime_series/10242,,
ANS000880900,OVA,,hZxV3i8VdXB,東京マーブルチョコレート,,トウキョウマーブルチョコレート,2007,12,19,,,,BGM JAPAN,ProductionI.G.,,http://mediaarts-db.jp/an/anime_series/14066,,
ANS000603500,不明,,wupGkZED6TB,ななついろ★ドロップス 実験ショートアニメ 「ななついろ劇場」,,ナナツイロドロップス ジッケンショートアニメ ナナツイロゲキジョウ,2007,12,21,,,,-,＠ピース,,http://mediaarts-db.jp/an/anime_series/10362,,
ANS000605100,OVA,,RaubwPcTKds,それいけ!アンパンマン おともだちシリーズ/パーティー,,ソレイケアンパンマン オトモダチシリーズ パーティー,2007,12,21,,,,バップ,やなせたかし,[それいけ!アンパンマン],http://mediaarts-db.jp/an/anime_series/10386,,
ANS000602900,OVA,,RKThCAn9yis,オリジナル・アニメーション・ビデオ 異国色恋浪漫譚,,オリジナル アニメーション ビデオ イコクイロコイロマンタン,2007,12,21,,,,-,やまねあやの,,http://mediaarts-db.jp/an/anime_series/10357,,
ANS000605000,OVA,,9QbtRniY5FR,それいけ!アンパンマン おともだちシリーズ/なかよし,,ソレイケアンパンマン オトモダチシリーズ ナカヨシ,2007,12,21,,,,バップ,やなせたかし,[それいけ!アンパンマン],http://mediaarts-db.jp/an/anime_series/10381,,
ANS008117000,OVA,ダブり,Y37xEz2gBVz,君が望む永遠 ～Next Season～,ダブり,キミガノゾムエイエン ネクストシーズン,2007,12,21,,,,バンダイビジュアル,アージュ「君が望む永遠」,,http://mediaarts-db.jp/an/anime_series/18895,,同じのある
ANS000602600,OVA,,ZPZAiLXeRnR,アイドルマスターXENOGLOSSIA 映像特典,,アイドルマスター ゼノグラシア エイゾウトクテン,2007,12,21,,,,-,矢立肇,,http://mediaarts-db.jp/an/anime_series/10351,,
ANS000634200,OVA,,djHsn9EGQRL,君が望む永遠 ～Next Season～,,キミガノゾムエイエン ネクストシーズン,2007,12,21,,,,発・販:バンダイビジュアル,アージュ,,http://mediaarts-db.jp/an/anime_series/10948,,同じのある
ANS000602800,OVA,,w8mMZ8GaCjW,お金がないっ,OVA・4巻,オカネガナイッ,2007,12,21,,,,発・販:ハピネット,篠崎一夜 香坂透 画,,http://mediaarts-db.jp/an/anime_series/10355,,
ANS000604000,OVA,,o7pYt55jKHa,PRISONER'S DILEMMA,,プリズナーズ ジレンマ,2007,12,21,,,,-,-,,http://mediaarts-db.jp/an/anime_series/10368,,
ANS000603800,OVA,,UcC9pZWfdJ3,ぽてまよ 映像特典,,ポテマヨ エイゾウトクテン,2007,12,21,,,,-,御形屋はるか,,http://mediaarts-db.jp/an/anime_series/10364,,
ANS000596700,劇場,,79WzQirKXwz,BLEACH The DiamondDust Rebellion もう一つの氷輪丸,,ゲキジョウバン ブリーチ ザ ダイアモンド ダスト リベリオン モウヒトツノヒョウリンマル,2007,12,22,,,,東宝配給,久保帯人,,http://mediaarts-db.jp/an/anime_series/10248,,
ANS000596600,劇場,,Ph25Y8x7rfR,ねずみ物語 ～ジョージとジェラルドの冒険～,,ネズミモノガタリジョージトジェラルドノボウケン,2007,12,22,,,,松竹配給,辻信太郎,,http://mediaarts-db.jp/an/anime_series/10246,,
ANS000624200,OVA,,VRKx2vdzFwM,.hack//G.U. TRILOGY,,ドットハック ジーユー トリロジー,2007,12,22,,,,バンダイビジュアル,-,-,http://mediaarts-db.jp/an/anime_series/10756,,劇場でも放映した
ANS000596500,劇場,,rd3ciYLMgAN,シナモン the Movie,,シナモンザムービー,2007,12,22,,,,松竹配給,関千里,,http://mediaarts-db.jp/an/anime_series/10244,,
ANS000596900,劇場,,MeAreMsyF8p,ルイスと未来泥棒,,ルイストミライドロボウ,2007,12,22,,,,ブエナビスタ,ウィリアム・ジョイス 『ロビンソン一家のゆかいな一日』（あすなろ書房刊）,,http://mediaarts-db.jp/an/anime_series/10252,,
ANS000596800,劇場,,XbtnpGpAa8K,ペルセポリス,,ペルセポリス,2007,12,22,,,,ロングライド,マルジャン・サトラピ 『ペルセポリス』（バジリコ刊）,,http://mediaarts-db.jp/an/anime_series/10250,,
ANS000871800,TV,,Tenan53cjxm,みんなのうた♪絵本シアター,,ミンナノウタ エホンシアター,2007,12,24,2007,12,25,NHK,-,,http://mediaarts-db.jp/an/anime_series/13895,,
ANS000602400,OVA,,4u72MURLdRv,やわらか三国志 突き刺せ!!呂布子ちゃん,,ヤワラカサンゴクシ ツキサセリョフコチャン,2007,12,26,,,,発・販:キングレコード,鈴木次郎,,http://mediaarts-db.jp/an/anime_series/10347,,
ANS000603900,OVA,,DNbR5d9ApvG,最終試験くじら,,サイシュウシケンクジラ,2007,12,26,,,,-,ＣＩＲＣＵＳ,,http://mediaarts-db.jp/an/anime_series/10366,,
ANS000596000,TV,,mVGmcMDm3vT,遙かなる時空の中で3 ～紅の月～,,ハルカナルトキノナカデ スリー クレナイノツキ,2007,12,28,,,,キッズステーション,-,,http://mediaarts-db.jp/an/anime_series/10234,,
ANS000602500,OVA,,LHEmeoz86yP,戦乙女スヴィア,,ヴァルキリースヴィア,2007,12,28,,,,PIXY,-,,http://mediaarts-db.jp/an/anime_series/10349,,
ANS000871900,TV,,JKok6VTuPu3,祝25周年!あのマクロスが帰ってくるぞSP!!,,マクロスフロンティア,2007,12,29,2008,,,-,-,,http://mediaarts-db.jp/an/anime_series/13897,,
ANS008013500,劇場,,fdTbYx52UF9,劇場版 空の境界 第二章 殺人考察（前）,,ゲキジョウバンカラノキョウカイ ダイニショウ サツジンコウサツゼン,2007,12,29,,,,アニプレックス配給,-,,http://mediaarts-db.jp/an/anime_series/17876,,サブタイトル「the Garden of sinners」
ANS008011300,劇場,,7EGqi7c9Myy,いじめはゼッタイわるい!,,イジメハゼッタイワルイ,2007,,,,,,-,-,,http://mediaarts-db.jp/an/anime_series/17854,,
ANS000597100,TV,,fCNoYbC7haK,やっこはん姉妹,,ヤッコハンシマイ,2007,,,,,,アニマックス,-,,http://mediaarts-db.jp/an/anime_series/10256,,
ANS001065100,OVA,,tF8xavdjaFu,なみすけ,,ナミスケ,2007,,,,,,-,-,,http://mediaarts-db.jp/an/anime_series/15345,,
ANS000607900,TV,,WDs3pcX8qgM,アニメ・電脳コイル 電脳コイルとは一体何なのか!?これを見れば全てがわかるシリーズ全26話の完全ダイジェスト版!,,アニメ デンノウコイル デンノウコイルトハイッタイナンナノカ コレヲミレバスベテガワカルシリーズゼンニジュウロクワノカンゼンダイジェストバン,2008,1,1,2008,1,1,NHK教育,-,,http://mediaarts-db.jp/an/anime_series/10434,,
ANS000872100,TV,,Lgf2KxspBjJ,ウエルベールの物語 Sisters of Wellber 第二幕,,ウエルベールノモノガタリ シスターズ オブ ウェルベール ダイニマク,2008,1,2,2008,3,26,TOKYO MX,-,,http://mediaarts-db.jp/an/anime_series/13901,,
ANS000606900,TV,,v3qNCRaBibc,ロザリオとバンパイア,,ロザリオトバンパイア,2008,1,3,2008,3,27,TOKYO MX,池田 晃久,,http://mediaarts-db.jp/an/anime_series/10414,,
ANS000605700,TV,,vNrjT2nW5tC,H2O～FOOTPRINTS IN THE SAND～,,エイチトゥオー フットプリンツ イン ザ サンド,2008,1,4,2008,3,21,-,-,,http://mediaarts-db.jp/an/anime_series/10392,,
ANS000872600,TV,,zfDJ3ganCFv,レオナルド博士とキリン村のなかまたち,,レオナルドハカセ ト キリンムラノナカマタチ,2008,1,5,2008,3,29,-,-,,http://mediaarts-db.jp/an/anime_series/13911,,
ANS000872400,TV,,ceVLfoivuLT,はなけろ 虹の国のシエル姫,,ハナケロ ニジノクニノシエルヒメ,2008,1,5,2008,3,29,-,-,,http://mediaarts-db.jp/an/anime_series/13907,,
ANS008016400,TV,,SmfcrJLwMcf,PERSONA -trinity soul-,,ペルソナトリニティソウル,2008,1,5,2008,6,28,-,-,,http://mediaarts-db.jp/an/anime_series/17904,,
ANS000872700,TV,,4njhcdn2pLn,格言! かくざ 父さん,,カクゲン カクザ トウサン,2008,1,5,2008,3,29,-,-,,http://mediaarts-db.jp/an/anime_series/13913,,
ANS000872500,TV,,5PDs6JbQ9Bw,ピン子の秘伝カリー,,ピンコ ノ ヒデンカリー,2008,1,5,2009,2,7,-,-,,http://mediaarts-db.jp/an/anime_series/13909,,
ANS000872200,TV,,CTmUiDRfKvn,メジャー,第4期,メジャー,2008,1,5,2008,6,28,NHK教育,満田拓也,,http://mediaarts-db.jp/an/anime_series/13903,,
ANS000872300,TV,,LRTHBNgrJkg,PooPooKids,,プープーキッズ,2008,1,5,2008,3,29,-,-,,http://mediaarts-db.jp/an/anime_series/13905,,
ANS000605900,TV,,rvq8qBj8sUM,全力ウサギ,,ゼンリョク ウサギ,2008,1,5,2008,12,27,-,-,,http://mediaarts-db.jp/an/anime_series/10394,,
ANS000606000,TV,,3qGs35mNnuR,破天荒遊戯,,ハテンコウユウギ,2008,1,5,2008,3,8,KBS京都,遠藤海成（一迅社「月刊Comic ZERO-SUM」連載）,,http://mediaarts-db.jp/an/anime_series/10396,,
ANS000606300,TV,,FL9fAvVyu5d,君が主で執事が俺でThey are my noble Masters,,キミガアルジデ シツジガオレデ ゼイ アー マイ ノーブル マスターズ,2008,1,6,2008,3,30,-,-,,http://mediaarts-db.jp/an/anime_series/10402,,
ANS000607000,TV,,vcS2RbKsmrg,【俗・】さよなら絶望先生,,ゾク サヨナラゼツボウセンセイ,2008,1,6,2008,3,30,TVK,久米田康治,[さよなら絶望先生],http://mediaarts-db.jp/an/anime_series/10416,,
ANS000606200,TV,,NvWgZwKKDbt,attacked kuma3,第1期,アタックド クマサン,2008,1,6,2008,,,-,-,,http://mediaarts-db.jp/an/anime_series/10400,,
ANS000607100,TV,,E7y33bzXYWM,ポルフィの長い旅,,ポルフィノナガイタビ,2008,1,6,2008,12,28,BSフジ,ポール・ジャック・ボンゾン「シミトラの孤児」,,http://mediaarts-db.jp/an/anime_series/10418,,
ANS000606500,TV,,QxRv2YQZDJ3,true tears,,トゥルーティアーズ,2008,1,6,2008,3,30,TVK,Ｌａ'ｃｒｙｍａ,,http://mediaarts-db.jp/an/anime_series/10406,,
ANS000606400,TV,,U4UutJs2wiz,シゴフミ,,シゴフミ,2008,1,6,2008,3,23,-,-,,http://mediaarts-db.jp/an/anime_series/10404,,
ANS000607200,TV,,f7iYbhjooBo,みなみけ おかわり,,ミナミケ オカワリ,2008,1,7,2008,3,31,TX,-,,http://mediaarts-db.jp/an/anime_series/10420,,
ANS000607400,TV,,tBXSVzmzy9r,GUNSLINGER GIRL.IL TEATRINO,,ガンスリンガー ガール イル テアトリーノ,2008,1,8,2008,4,1,TOKYO MX,相田  裕,,http://mediaarts-db.jp/an/anime_series/10424,,
ANS000607300,TV,,RfQFDLZgMAu,ARIA The ORIGINATION,,アリア ジ オリジネイション,2008,1,8,2008,4,1,-,天野こずえ（「ARIA」マッグガーデン刊）,,http://mediaarts-db.jp/an/anime_series/10422,,
ANS000607500,TV,,Fz47kYbA4e2,狼と香辛料,TV,オオカミトコウシンリョウ,2008,1,9,2008,3,26,CTC,支倉凍砂,[狼と香辛料],http://mediaarts-db.jp/an/anime_series/10426,,
ANS000606600,TV,,4Riss3iG4DR,のらみみ,,ノラミミ,2008,1,10,2008,3,27,CBC,-,,http://mediaarts-db.jp/an/anime_series/10408,,
ANS000607600,TV,,rupx4f6mNKY,墓場鬼太郎,,ハカバノキタロウ,2008,1,11,2008,3,21,CX,水木しげる,,http://mediaarts-db.jp/an/anime_series/10428,,
ANS000872800,TVスペシャル,,zgbMT9oqsYt,ヤッターマン! 1月14日よる7時スタートだ コロン!,,ヤッターマン イチガツジュウヨッカヨルシチジスタートダ コロン,2008,1,13,,,,YTV,-,-,http://mediaarts-db.jp/an/anime_series/13915,,
ANS000607800,TV,,BKu7Ma6K9TU,ヤッターマン,TV,ヤッターマン,2008,1,14,2009,9,27,YTV,タツノコプロ企画室,,http://mediaarts-db.jp/an/anime_series/10432,,
ANS000607700,TV,,XAsWj72APAY,もえがく★5,,モエガクゴ,2008,1,14,2008,,,BSフジ,-,,http://mediaarts-db.jp/an/anime_series/10430,,
ANS000630500,OVA,,uqhtsegAzc3,School Days 番外編,,スクールデイズ バンガイヘン,2008,1,17,,,,-,オーバーフロー,,http://mediaarts-db.jp/an/anime_series/10884,,
ANS000606800,TV,,VMpqXbiNEyR,onちゃん,第1期,オンチャン,2008,1,18,2008,8,22,-,-,,http://mediaarts-db.jp/an/anime_series/10412,,
ANS000872900,TVスペシャル,,gM7b2Fa6MZZ,彩雲国物語 ゲストトークスペシャル,,サイウンコクモノガタリ ゲストトークスペシャル,2008,1,19,,,,-,-,,http://mediaarts-db.jp/an/anime_series/13917,,
ANS000624400,OVA,,HaUUgir3ND4,舞-乙HiME Zwei 総集編～夢のツヅキ～,,マイオトヒメ ツヴァイ ソウシュウヘン ユメノツヅキ,2008,1,25,,,,バンダイビジュアル,矢立肇,,http://mediaarts-db.jp/an/anime_series/10760,,
ANS000624300,OVA,,FkgrLYEsm5x,舞-乙HiME 総集編～夢のアリカ～,,マイオトヒメ ソウシュウヘン ユメノアリカ,2008,1,25,,,,バンダイビジュアル,矢立肇,,http://mediaarts-db.jp/an/anime_series/10758,,
ANS000632500,OVA,,8Lz3AayLW9F,もっけ,未放送版,モッケ,2008,1,25,,,,-,熊倉隆敏,,http://mediaarts-db.jp/an/anime_series/10920,,
ANS000629400,OVA,,zNda3dSUAY6,キレパパ。,,キレパパ,2008,1,25,,,,-,高城リョウ,,http://mediaarts-db.jp/an/anime_series/10866,,
ANS000606700,TV,,bqEDLy2VuKj,教えて! 土管くん,,オシエテ ドカンクン,2008,1,26,2008,3,22,TX,-,,http://mediaarts-db.jp/an/anime_series/10410,,
ANS000608000,劇場,,MK7Xu9McpqB,ビー・ムービー,,ビー ムービー,2008,1,26,,,,アスミック・エース=角川エンタテインメント,-,,http://mediaarts-db.jp/an/anime_series/10436,,
ANS000629200,OVA,,4iELP6suHYu,今日の5の2 映像特典,,キョウノゴノニ エイゾウトクテン,2008,1,30,,,,-,桜場コハル,,http://mediaarts-db.jp/an/anime_series/10862,,
ANS008092800,TV,,goUKyRZVkia,みんなのうた「リスに恋した少年」,,ミンナノウタ リスニコイシタショウネン,2008,2,1,,,,-,-,,http://mediaarts-db.jp/an/anime_series/18661,,
ANS008092700,TV,,CdTGK8Z3T4Z,みんなのうた「△□○コビッチ」,,ミンナノウタ サンカクシカクマルコビッチ,2008,2,1,,,,-,-,,http://mediaarts-db.jp/an/anime_series/18660,,
ANS000608100,TV,,xMhWeg3Ej5Y,古代王者 恐竜キング Dキッズ・アドベンチャー 翼竜伝説,,コダイオウジャ キョウリュウキング ディキッズ アドベンチャー ヨクリュウデンセツ,2008,2,3,2008,8,31,メ～テレ,原案／セガ『古代王者 恐竜キング』 菅野顕二（セガ）,,http://mediaarts-db.jp/an/anime_series/10438,,
ANS000608400,TV,,Qd5W5Fo3UfK,Yes!プリキュア5 Go Go!,,イエスプリキュア ファイブ ゴーゴー,2008,2,3,2009,1,25,ABC・テレビ朝日系,-,,http://mediaarts-db.jp/an/anime_series/10444,,
ANS000608200,TV,,bN7qnBq5GDb,Mnemosyne －ムネモシュネの娘たち－,,ムネモシュネノムスメタチ,2008,2,4,2008,7,7,AT-X,-,,http://mediaarts-db.jp/an/anime_series/10440,,
ANS008013600,劇場,,BQkLM3CQEpa,劇場版 空の境界 第三章 痛覚残留,,ゲキジョウバンカラノキョウカイ ダイサンショウ ツウカクザンリュウ,2008,2,9,,,,アニプレックス配給,-,,http://mediaarts-db.jp/an/anime_series/17877,,サブタイトル「the Garden of sinners」
ANS000608300,TV,,b5KgKvxvuqZ,Ruby Gloom,,ルビーグルーム,2008,2,10,,,,カートゥーン ネットワーク,-,,http://mediaarts-db.jp/an/anime_series/10442,,
ANS000608500,劇場,,6hNZbHJbZaH,菅井君と家族石 THE MOVIE,,スガイクントカゾクイシ ザ ムービー,2008,2,16,,,,DLE,-,,http://mediaarts-db.jp/an/anime_series/10446,,
ANS000873000,TV,,WUUq8iJjFcn,ねぇみんな…ふーちゃんの民話館PARIS SPECIAL!!,,ネェ ミンナ フーチャンノミンワカン パリズ スペシャル,2008,2,17,2008,2,17,BSフジ,-,,http://mediaarts-db.jp/an/anime_series/13919,,
ANS000873100,TV,,58FaTd9tgDm,しりとり王国,,シリトリオウコク,2008,2,18,2008,11,17,NHK教育,-,,http://mediaarts-db.jp/an/anime_series/13921,,
ANS000629300,OVA,,xsmkUaknjmd,きょうはなんてうんがいいんだろう,,キョウハナンテウンガイインダロウ,2008,2,22,,,,発売元:トライネットエンタテインメント 販売元:アミューズソフトエンタテインメント,宮西達也,,http://mediaarts-db.jp/an/anime_series/10864,,
ANS000624500,OVA,,BYR4VvypAgX,舞-乙HiME 0～S.ifr～,,マイオトメシフル,2008,2,22,2008,11,21,バンダイビジュアル,矢立肇,,http://mediaarts-db.jp/an/anime_series/10762,,
ANS000636600,OVA,,q9Hf4LvLenq,それいけ!アンパンマン おともだちシリーズ/せいかつ『アンパンマンとはみがきやま』,,ソレイケアンパンマン オトモダチシリーズ セイカツ アンパンマントハミガキヤマ,2008,2,27,,,,バップ,やなせたかし,[それいけ!アンパンマン],http://mediaarts-db.jp/an/anime_series/10985,,
ANS000636700,OVA,,SeK9YSW4BRq,それいけ!アンパンマン おともだちシリーズ/たべもの『アンパンマンとセロリくん』,,ソレイケアンパンマン オトモダチシリーズ タベモノ アンパンマントセロリクン,2008,2,27,,,,バップ,やなせたかし,[それいけ!アンパンマン],http://mediaarts-db.jp/an/anime_series/10987,,
ANS000636800,OVA,,6aMZ7jHeoZd,アンパンマンとはじめよう! きせつのうた ぽかぽかはるだよ,,アンパンマントハジメヨウ キセツノウタ ポカポカ ハルダヨ,2008,2,27,,,,バップ,やなせたかし,,http://mediaarts-db.jp/an/anime_series/10989,,
ANS000628800,OVA,,ML4bazVP7we,おおきく振りかぶって 特別編,,オオキクフリカブッテ トクベツヘン,2008,2,27,,,,-,ひぐちアサ 「おおきく振りかぶって」（講談社『月刊アフタヌーン』連載）,,http://mediaarts-db.jp/an/anime_series/10854,,
ANS000631600,OVA,,D5jw97sQjqh,BACCANO! 番外編,,バッカーノ バンガイヘン,2008,2,27,,,,-,成田良悟,,http://mediaarts-db.jp/an/anime_series/10902,,
ANS000624600,OVA,,mhdWwcbavo3,よつのは,,ヨツノハ,2008,2,29,,,,ジェネオンエンタテインメント,ハイクオソフト,,http://mediaarts-db.jp/an/anime_series/10764,,
ANS000609400,劇場,,nP6JaVBF5DF,ワンピースTHE MOVIEONE PIECEエピソードオブチョッパー+ 冬に咲く、奇跡の桜,,ワンピース エピソード オブ チョッパー プラス フユニサク キセキノサクラ,2008,3,1,,,,東映配給,尾田栄一郎 （集英社『週刊少年ジャンプ』連載）,,http://mediaarts-db.jp/an/anime_series/10462,,
ANS000609100,劇場,,6cuLVTbWLX2,超 劇場版 ケロロ軍曹3 ケロロ対ケロロ 天空大決戦 であります!,,チョウゲキジョウバン ケロログンソウスリー ケロロタイケロロ テンクウダイケッセンデアリマス,2008,3,1,,,,角川映画配給,吉崎観音,,http://mediaarts-db.jp/an/anime_series/10456,,
ANS000609200,劇場,,n2h5eVirr8v,武者ケロお披露目! 戦国ラン星 大バトル!!,,ムシャケロ オヒロメセンゴクランスターダイバトル,2008,3,1,,,,角川映画配給,吉崎 観音,,http://mediaarts-db.jp/an/anime_series/10458,,
ANS000873200,TV,,4tgHKGsZ4MF,ぴっくみー,,ピックミー,2008,3,3,2008,11,3,二コロデオン,-,,http://mediaarts-db.jp/an/anime_series/13923,,
ANS000628900,OVA,,n9osXCwfqCu,楓ニュータウン,,カエデニュータウン,2008,3,6,,,,-,いわきりなおと,,http://mediaarts-db.jp/an/anime_series/10856,,
ANS000625400,TV,,VhBHFrb7x5b,聖闘士星矢冥王 ハーデスエリシオン編,,セイントセイヤ メイオウハーデス エリシオンヘン,2008,3,7,2008,8,1,スカパー!パーフェクトチョイス,車田正美,[聖闘士星矢],http://mediaarts-db.jp/an/anime_series/10778,,
ANS000609300,劇場,,CgPi32qqMXP,映画ドラえもん のび太と緑の巨人伝,,ドラエモン ノビタトミドリノキョジンデン,2008,3,8,,,,東宝,藤子・F・不二雄,,http://mediaarts-db.jp/an/anime_series/10460,,
ANS000630300,OVA,,GCcoH2Us7Zt,シナノDVD絵本 親子で学ぶ仏教ものがたり,,シナノディーブイディーエホン オヤコデマナブブッキョウモノガタリ,2008,3,10,,,,-,-,,http://mediaarts-db.jp/an/anime_series/10878,,
ANS000608800,TV,,VgxYVKXg7uE,増田こうすけ劇場ギャグマンガ日和3,,マスダコウスケゲキジョウ ギャグマンガビヨリ サン,2008,3,10,2008,6,2,KIDS STATION,増田こうすけ(集英社「ジェンプスクエア」連載),,http://mediaarts-db.jp/an/anime_series/10450,,
ANS000608700,TV,,GSVBXagk7G8,BUS GAMER,,ビズゲーマー,2008,3,15,2008,3,29,-,-,,http://mediaarts-db.jp/an/anime_series/10448,,
ANS000873400,TV,,Adu5nPy8Kn2,ニャロメ2008,,ニャロメニセンハチ,2008,3,16,,,,-,-,,http://mediaarts-db.jp/an/anime_series/13925,,
ANS000636300,OVA,,3zUckrfZ6E4,念仏物語 親鸞さま ねがい、そして ひかり。,,ネンブツモノガタリシンランサマ ネガイ ソシテ ヒカリ,2008,3,20,,,,本願寺出版,-,,http://mediaarts-db.jp/an/anime_series/10983,,
ANS001069300,不明,,NpA8b3g3S7x,シャイナ・ダルク ～黒き月の王と蒼碧の月の姫君～,,シャイナ ダルク クロキツキノオウトソウヘキノツキノヒメギミ,2008,3,21,,,,-,中山文十郎・緋賀ゆかり,,http://mediaarts-db.jp/an/anime_series/15419,,
