madb_id,medium,duplicated,id,title,suffix,ruby,started_year,started_month,started_day,ended_year,ended_month,ended_day,broadcast,author,original_title,madb_uri,official_uri,memo
ANS000111300,劇場,,s5XYcWXZtJE,タッチ 背番号のないエース,,タッチファイナル セバンゴウノナイエース,1986,4,12,,,,東宝,あだち充 小学館「週刊少年サンデー」連載,,http://mediaarts-db.jp/an/anime_series/1997,,
ANS000111400,TV,,NZBdDtmRVVg,剛Q超児イッキマン,,ゴウキュウチョウジ イッキマン,1986,4,13,1986,12,28,日本テレビ,原作/たなみやすお、高橋かずお 週刊少年マガジン、テレビマガジン、たのしい幼稚園、おともだち……連載,,http://mediaarts-db.jp/an/anime_series/1999,,
ANS000111500,TV,,TNLbRLjsRkZ,ウルトラマンキッズの ことわざ物語,,ウルトラマンキッズノコトワザモノガタリ,1986,4,16,1986,11,19,TBS,連載/講談社「テレビマガジン」「たのしい幼稚園」「おともだち」,,http://mediaarts-db.jp/an/anime_series/2001,,
ANS000111600,TV,,xyrLqyRpwou,ワンダービートS,,ワンダービートスクランブル,1986,4,16,1986,11,19,TBS,-,,http://mediaarts-db.jp/an/anime_series/2003,,
ANS000118100,OVA,,Lm6QfXzbETu,超獣機神ダンクーガ 失われた者たちへの鎮魂歌,,チョウジュウキシンダンクーガ ウシナワレタモノタチヘノレクイエム,1986,4,21,,,,ネットワーク,-,,http://mediaarts-db.jp/an/anime_series/2135,,
ANS000118200,OVA,,Y9A3RSqZJzE,GoGo虎エ門,,ゴーゴー トラエモン,1986,4,21,,,,ワーナー,高橋春男,,http://mediaarts-db.jp/an/anime_series/2137,,
ANS000111700,TV,,9TMyTpkie7Y,青春アニメ全集,,セイシュンアニメゼンシュウ,1986,4,25,1986,12,26,日本テレビ,川端康成、三島由紀夫、夏目漱石、樋口一葉 他,,http://mediaarts-db.jp/an/anime_series/2005,,
ANS000111800,劇場,,ayWwfVSGJjm,メガゾーン23 PARTⅡ 秘密く・だ・さ・い,,メガゾーンツースリーパートツーヒミツクダサイ,1986,4,26,,,,東映クラシックフィルム,原作/石黒昇,,http://mediaarts-db.jp/an/anime_series/2007,,
ANS000116700,TV,,Euc6PPKZCES,虹のかなたへ! 少女ダイアナ妃物語,,ニジノカナタヘショウジョダイアナヒモノガタリ,1986,5,1,,,,テレビ朝日,原作/連載,,http://mediaarts-db.jp/an/anime_series/2103,,
ANS000111900,TV,,RTsZD9S8sFr,光の伝説,,ヒカリノデンセツ,1986,5,3,1986,9,20,朝日放送,原作/麻生いずみ （集英社・週刊マーガレット連載）,,http://mediaarts-db.jp/an/anime_series/2009,,
ANS000118300,OVA,,XE885F4SYGH,バリバリ伝説,OVA,バリバリデンセツ,1986,5,10,,,,講談社 ／ ビクター音楽産業,しげの秀一,,http://mediaarts-db.jp/an/anime_series/2139,,
ANS000112000,TVスペシャル,,o9cfnjg4qH8,サンゴ礁伝説 青い海のエルフィ,,アオイウミノエルフィ,1986,5,19,,,,フジテレビ,オリジナル,,http://mediaarts-db.jp/an/anime_series/2011,,
ANS000118500,OVA,,fbU5NJRNhgY,るーみっくわーるど ザ・超女,,ルーミックワールド ザ スーパーギャル,1986,5,21,,,,小学館 ／ ビクター音楽産業,高橋留美子,,http://mediaarts-db.jp/an/anime_series/2144,,
ANS000118400,OVA,,YJv2jyHtPDx,装鬼兵M.D.ガイスト,,ソウキヘイエムディー ガイスト,1986,5,21,,,,日本コロムビア,大畑晃一,,http://mediaarts-db.jp/an/anime_series/2142,,
ANS004015900,OVA,,ebkTMJx5RAJ,ULYSEE31,,ユリシーズ サーティーワン,1986,5,21,1986,7,21,東北新社,-,,http://mediaarts-db.jp/an/anime_series/17556,,
ANS000112100,劇場,,M8wErLwjSF6,100ばんめのサル,,ヒャクバンメノサル,1986,5,25,,,,東京メディアコネクションズ,原作/ケン・キース・ジュニア “The Hundredth Monkey”,,http://mediaarts-db.jp/an/anime_series/2013,,
,OVA,,cpAgiroYNL6,くりいむレモン パート13 亜美III,,クリイムレモン パートサーティーン アミスリー,1986,5,,,,,,,,,,
ANS000112200,劇場,,EYYMZAvaHXZ,はだしのゲン2,,ハダシノゲンツー,1986,6,14,,,,映画センター全国連絡会議=ゲンプロダクション,中沢啓治,,http://mediaarts-db.jp/an/anime_series/2015,,
ANS000118600,OVA,,kmP4VH6TVnK,ペリカンロード ～クラブ・カルーチャ～,,ペリカンロード クラブ カルーチャ,1986,6,21,,,,日本コロムビア,五十嵐浩一,,http://mediaarts-db.jp/an/anime_series/2146,,
ANS000122900,OVA,,8ab328LuxNv,バイオレンスジャック,,バイオレンスジャック,1986,6,21,,,,創映新社,永井豪,,http://mediaarts-db.jp/an/anime_series/2215,,
ANS000112400,劇場,,FHLahqtKjN2,旅立ち 亜美・終章,,タビダチ アミ シュウショウ,1986,6,21,,,,松竹富士,-,,http://mediaarts-db.jp/an/anime_series/2017,,
ANS000819700,劇場,,7Xb77dqVWX6,プロジェクトA子,,プロジェクトエーコ,1986,6,21,,,,松竹富士,原作/西島克彦、白板一美 ノベライゼイション/越沼初美（角川文庫） ストーリーブック/講談社X文庫,,http://mediaarts-db.jp/an/anime_series/13007,,
ANS000112500,TV,,7KxUKMrduwt,マシンロボ クロノスの大逆襲,,マシンロボ クロノスノダイギャクシュウ,1986,7,3,1987,5,28,テレビ東京,連載/「てれびくん」「めばえ」「よいこ」「学習幼稚園」「幼稚園」（小学館）,,http://mediaarts-db.jp/an/anime_series/2019,,
ANS000118900,OVA,,ogLskSfDQUr,超・時・空・ロ・マ・ネ・ス・ク Samy MISSING・99,,チョウジクウロマネスク サミー ミッシング ナインティナイン,1986,7,5,,,,サイ・エンタープライズ ／ TDKコア,奥田誠治,,http://mediaarts-db.jp/an/anime_series/2156,,
ANS000118700,OVA,,7SRSvAgXcRS,傷追い人,,キズオイビト,1986,7,5,,,,ネットワーク,原作／小池一夫、作画／池上遼一,,http://mediaarts-db.jp/an/anime_series/2148,,
ANS000113500,劇場,,NMH9ZCD6z3q,キャプテン翼 世界大決戦!! Jr.ワールドカップ,,キャプテンツバサ セカイダイケッセン ジュニアワールドカップ,1986,7,12,,,,東映,原作/高橋陽一 （集英社刊 少年ジャンプ連載）,,http://mediaarts-db.jp/an/anime_series/2039,,
ANS000113600,劇場,,t2e5EX8gZW2,ゲゲゲの鬼太郎 最強妖怪軍団! 日本上陸!!,,ゲゲゲノキタロウ サイキョウヨウカイグンダン ニホンジョウリク,1986,7,12,,,,東映,原作/水木しげる 講談社（コミックボンボン、テレビマガジン、たのしい幼稚園、おともだち、週刊少年マガジン） 連載,,http://mediaarts-db.jp/an/anime_series/2041,,
ANS000112700,劇場,,D77g55MNC8g,メイプルタウン物語,映画,メイプルタウンモノガタリ,1986,7,12,,,,東映,連載/講談社 ディズニーランド・おともだち、たのしい幼稚園・テレビマガジン,,http://mediaarts-db.jp/an/anime_series/2023,,
ANS000112600,劇場,,9DSVRSxrDZy,ハイスクール! 奇面組,,ハイスクール キメングミ,1986,7,12,,,,東映,原作/新沢基栄（週刊少年ジャンプ連載）,,http://mediaarts-db.jp/an/anime_series/2021,,
ANS000113700,劇場,,QS8f5ffNWde,愛しのベティ 魔物語,,イトシノベティ マモノガタリ,1986,7,19,,,,東映セントラルフィルム,原作/小池一夫、叶精作（小学館BIG COMICS）,,http://mediaarts-db.jp/an/anime_series/2043,,
ANS000112800,劇場,,g2Nx8eZ5ZsP,アモン・サーガ,,アモンサーガ,1986,7,19,,,,東映セントラルフィルム,原作/夢枕獏、天野喜孝 株式会社徳間書店刊,,http://mediaarts-db.jp/an/anime_series/2025,,
ANS000112900,劇場,,KwxqRuPNJRM,ウインダリア,,ウインダリア,1986,7,19,,,,東京クラシックフィルム,脚本、原作/藤川桂介,,http://mediaarts-db.jp/an/anime_series/2027,,
ANS000113000,劇場,,o94TsiXStpS,スーパーマリオブラザーズ ピーチ姫救出大作戦!,,スーパーマリオブラザーズ ピーチヒメキュウシュツダイサクセン,1986,7,20,,,,松竹,原作/任天堂,,http://mediaarts-db.jp/an/anime_series/2029,,
ANS000113100,劇場,,55LfPVG4r8w,RUNNING BOY スター･ソルジャーの秘密,,ランニング ボーイ スターソルジャーノヒミツ,1986,7,20,,,,東宝,-,,http://mediaarts-db.jp/an/anime_series/2031,,
ANS000119100,OVA,,ph57dycHPWQ,カリフォルニア・クライシス 追撃の銃火,,カルフォルニアクライシス ツイゲキノジュウカ,1986,7,21,,,,松竹,-,,http://mediaarts-db.jp/an/anime_series/2158,,
ANS000119200,OVA,,hJkwCmr3q2P,COSMOS ピンクショック,,コスモス ピンクショック,1986,7,21,,,,日本ビクター,首藤剛志,,http://mediaarts-db.jp/an/anime_series/2160,,
ANS000113200,TV,,U9qvUHvFJwm,地上最強のエキスパートチーム G.I.ジョー,,チジョウサイキョウノエキスパートチーム ジーアイジョー,1986,7,24,1987,3,27,日本テレビ,-,,http://mediaarts-db.jp/an/anime_series/2033,,
ANS000113300,劇場,,Ci6RGpetHJJ,アイ・シティ,,アイ シティ,1986,7,26,,,,東宝,板橋しゅうほう,[アイ・シティ],http://mediaarts-db.jp/an/anime_series/2035,,元はOVA
ANS000113400,劇場,,sr99oojUiAW,ガルフォース,,ガル フォース エターナル ストーリー,1986,7,26,,,,東宝,柿沼秀樹,,http://mediaarts-db.jp/an/anime_series/2037,,
ANS000119400,OVA,,cKXC2XxbmYT,Call Me トゥナイト,,コールミー トゥナイト,1986,7,28,,,,ネットワーク,鈴木敏充,,http://mediaarts-db.jp/an/anime_series/2162,,
ANS000119500,OVA,,qnVSfmA2ELv,那由他,,ナユタ,1986,7,31,,,,東芝EMI,佐々木淳子,,http://mediaarts-db.jp/an/anime_series/2164,,
ANS000820000,劇場,ダブり,mjDraurbUjj,銀河漂流 バイファム 消えた12人,日本サンライズアニメフェスティバルで上映,ギンガヒョウリュウ バイファム キエタジュウニニン,1986,8,2,,,,松竹,原案/矢立肇、富野由悠季 原作/神田武幸,,http://mediaarts-db.jp/an/anime_series/13013,,
ANS000114200,劇場,,mfUfmQaCZGf,名探偵ホームズ ミセスハドソン人質事件、ドーバー海峡の大空中戦,,メイタンテイホームズ ミセスハドソンヒトジチジケンノマキ ドーバーカイキョウノダイクウチュウセンノマキ,1986,8,2,,,,東映,コナン・ドイル,,http://mediaarts-db.jp/an/anime_series/2053,,
ANS000819900,劇場,,TsPWctG9bQR,装甲騎兵 ボトムズ ザ･ラストレッドショルダー,,ソウコウキヘイ ボトムズ ザ ラストレッドショルダー,1986,8,2,,,,松竹,原案/矢立肇 原作・監督/高橋良輔,,http://mediaarts-db.jp/an/anime_series/13011,,
ANS000819800,劇場,,dPG4cMcNzCX,ダーティペア ノーランディアの謎,,ダーティペア ノーランディアノナゾ,1986,8,2,,,,松竹,原作/高千穂遥,,http://mediaarts-db.jp/an/anime_series/13009,,
ANS000113800,劇場,,GwjZYjvfEzV,天空の城ラピュタ,,テンクウノシロラピュタ,1986,8,2,,,,東映,原作・脚本・監督/宮崎駿（徳間書店月刊「アニメージュ」連載）,,http://mediaarts-db.jp/an/anime_series/2045,,
ANS000114300,劇場,,KohEedXkjN8,がんばれスイミー,,ガンバレスイミー,1986,8,10,,,,-,原作/レオ=レオニ作「スイミー」,,http://mediaarts-db.jp/an/anime_series/2055,,
ANS000119800,OVA,,f2sKdWFuuXD,山太郎かえる,,ヤマタロウカエル,1986,8,15,,,,NHKエンタープライズ,手塚治虫,,http://mediaarts-db.jp/an/anime_series/2166,,
ANS000122600,OVA,,UmSLDrY8Dp3,蒼き流星SPTレイズナー ACT-I エイジ1996,,アオキリュウセイ エスピーティー レイズナー アクトワン エイジ センキュウヒャクキュウジュウロク,1986,8,21,,,,東芝映像ソフト,伊東恒久、高橋良輔,,http://mediaarts-db.jp/an/anime_series/2211,,発売日を10/21としているところもあるが、説明文やサンライズのサイトを見る限りこれで正しい
ANS000113900,TV,,ns5F5CsSB3e,三国志Ⅱ 天翔ける英雄たち,,サンゴクシニ テンカケルエイユウタチ,1986,8,22,,,,日本テレビ,原作/横山光輝（潮出版社刊） 連載/コミックトム,,http://mediaarts-db.jp/an/anime_series/2047,,
ANS000114000,TVスペシャル,,n2i74V5KMoE,銀河探査2100年ボーダープラネット,,ギンガタンサニセンヒャクネン ボーダープラネット,1986,8,24,,,,日本テレビ,原作、脚本、監督/手塚治虫,,http://mediaarts-db.jp/an/anime_series/2049,,
ANS000114100,劇場,,UhqnCrwzpjM,11ぴきのねことあほうどり,,ジュウイッピキノネコトアホウドリ,1986,8,27,,,,ヘラルド・エンタープライズ,原作/絵本「11ぴきのねことあほうどり」馬場のぼる,,http://mediaarts-db.jp/an/anime_series/2051,,
,OVA,,KQmXAtQzX6G,くりいむレモン パート14 なりすスクランブル,,クリイムレモン パートフォーティーン ナリススクランブル,1986,8,,,,,,,,,,
ANS000120000,OVA,,njsWV2VRsT3,魔女でもステディ,,マジョデモステディ,1986,9,5,,,,ヘラルドポニー,岬兄悟,,http://mediaarts-db.jp/an/anime_series/2168,,
ANS000120100,OVA,,icrR8R8nKFv,湘南爆走族 -残された走り屋たち-,,ショウナンバクソウゾク ノコサレタハシリヤタチ,1986,9,10,,,,少年画報社 ／ 東映ビデオ,吉田聡,,http://mediaarts-db.jp/an/anime_series/2170,,
ANS000120200,OVA,,EjWtuHQAzsh,ルーツ・サーチ 食心物体X,,ルーツ サーチ ショクシンブッタイエックス,1986,9,10,,,,日本コロムビア,-,,http://mediaarts-db.jp/an/anime_series/2184,,
ANS000116900,劇場,,egokFynyg2t,うる星やつら メモリアル･アルバム アイム･THE･終ちゃん,,ウルセイヤツラ メモリアル アルバム アイム ザ シュウチャン,1986,9,15,,,,イベント,-,,http://mediaarts-db.jp/an/anime_series/2107,,
-,OVA,,sZrMgfj34cw,蒼き流星SPTレイズナー ACT-II ル・カイン1999,,アオキリュウセイ エスピーティー レイズナー アクトツー ルカイン センキュウヒャクキュウジュウキュウ,1986,9,21,,,,東芝映像ソフト,伊東恒久、高橋良輔,,,,発売日を10/21としているところもあるが、説明文やサンライズのサイトを見る限りこれで正しい
ANS000120300,OVA,,MRibjJW2Bst,魔法のスター マジカルエミ 蝉時雨,,マホウノスター マジカルエミ セミシグレ,1986,9,28,,,,ネットワーク,-,,http://mediaarts-db.jp/an/anime_series/2186,,
ANS000117000,劇場,,58X2ngomrhh,お月さんももいろ,,オツキサンモモイロ,1986,9,28,,,,-,原作/松谷みよ子（ポプラ社刊）,,http://mediaarts-db.jp/an/anime_series/2109,,
ANS000114400,TV,,93pQw8xwwrQ,Bugってハニー,,バグッテハニー,1986,10,3,1987,9,25,日本テレビ,,,http://mediaarts-db.jp/an/anime_series/2057,,
ANS000114500,TV,,pGwbACLJAdz,たばこ1本のストーリー ハートカクテル,,タバコイッポンノストーリー ハートカクテル,1986,10,4,1988,3,26,日本テレビ,原作/わたせせいぞう（週刊「コミックモーニング」連載）,,http://mediaarts-db.jp/an/anime_series/2059,,
ANS000114600,TV,,aD5osFYfxEF,あんみつ姫,,アンミツヒメ,1986,10,5,1987,9,27,フジテレビ,原作/倉金章介 連載/月刊なかよし、テレビマガジン、たのしい幼稚園他（講談社）,,http://mediaarts-db.jp/an/anime_series/2061,,
ANS000114900,TV,,ianameNzzpJ,ボスコアドベンチャー,,ボスコアドベンチャー,1986,10,6,1987,3,30,よみうりテレビ,トニー・ウォルフ「ボスコの森の住人たち」,,http://mediaarts-db.jp/an/anime_series/2067,,
ANS000114800,TV,,EcypRBDnosA,オズの魔法使い,,オズノマホウツカイ,1986,10,6,1987,9,28,テレビ東京,原作/ライマン・フランク・ボーム,,http://mediaarts-db.jp/an/anime_series/2065,,
ANS000114700,TV,,TWnNdweXQTg,Oh!ファミリー,,オーファミリー,1986,10,6,1987,3,30,テレビ東京,原作/渡辺多恵子（小学館・フラワーコミックス）,,http://mediaarts-db.jp/an/anime_series/2063,,
ANS000115000,TV,,GCXswXLZVA3,聖闘士星矢,,セイントセイヤ,1986,10,11,1989,4,1,テレビ朝日,車田正美,[聖闘士星矢],http://mediaarts-db.jp/an/anime_series/2069,,
ANS000115100,TV,,5U2L2cDWDas,ドテラマン,,ドテラマン,1986,10,14,1987,2,24,日本テレビ,原案/九里一平 掲載/コミックボンボン・テレビマガジン、たのしい幼稚園・おともだち 講談社,,http://mediaarts-db.jp/an/anime_series/2071,,
ANS000115200,TV,,9yiv7XwtHhh,がんばれ!キッカーズ,,ガンバレキッカーズ,1986,10,15,1987,3,25,日本テレビ,原作/ながいのりあき 連載/月刊コロコロコミック、別冊コロコロコミックスペシャル、小学五年生・小学六年生（小学館）,,http://mediaarts-db.jp/an/anime_series/2073,,
ANS000115300,TV,,RSnPWGGBNjT,ドリモグだァ!!,,ドリモグダァ,1986,10,15,1987,10,8,日本テレビ,原作・監修/川内康範 祥伝社・刊（中期以降）,,http://mediaarts-db.jp/an/anime_series/2075,,
-,OVA,,2HRJeVVvKF5,蒼き流星SPTレイズナー ACT-III 刻印2000,,アオキリュウセイ エスピーティー レイズナー アクトスリー コクイン ニセン,1986,10,21,,,,東芝映像ソフト,伊東恒久、高橋良輔,,,,
ANS000115500,劇場,,VjRBU5emYnw,扉を開けて,,トビラヲアケテ,1986,11,1,,,,東宝,"原作/新井素子（CBSソニー出版刊/集英社,コバルト文庫刊）",,http://mediaarts-db.jp/an/anime_series/2079,,
ANS000115400,劇場,,9Bk7C55XoBg,11人いる!,,ジュウイチニンイル,1986,11,1,,,,東宝,原作・構成/萩尾望都（小学館「萩尾望都作品集」）,,http://mediaarts-db.jp/an/anime_series/2077,,
ANS004011700,OVA,,bdjVKdByQdq,重戦機エルガイム,再編集版,ジュウセンキエルガイム,1986,11,5,,,,バンダイ,-,,http://mediaarts-db.jp/an/anime_series/17516,,
ANS000137400,OVA,,YfGjUZcPccf,重戦機エルガイム,OVA,ジュウセンキエルガイム,1986,11,5,,,,バンダイ,原案／矢立肇、原作／富野由悠季,,http://mediaarts-db.jp/an/anime_series/2472,,
ANS000115600,TV,,xPt4wko6QGj,戦え! 超ロボット生命体 トランスフォーマー2010,,タタカエチョウロボットセイメイタイトランスフォーマーニセンジュウ,1986,11,14,1987,6,25,日本テレビ,-,,http://mediaarts-db.jp/an/anime_series/2081,,
ANS000120600,OVA,,yZea2j2RFCs,超獣機神ダンクーガ SONG SPECIAL 獣戦機部隊SONG,,チョウジュウキシンダンクーガ ソング スペシャル ジュウセンキブタイソング,1986,11,21,,,,ネットワーク,-,,http://mediaarts-db.jp/an/anime_series/2188,,
ANS000120800,OVA,,nPNY28J3RAR,活劇少女探偵団,,カツゲキショウジョタンテイダン,1986,11,25,,,,ジャパンホームビデオ,江口勇,,http://mediaarts-db.jp/an/anime_series/2190,,
ANS000121400,OVA,,57HXHhzWCwD,アーバンスクウエア ～琥珀の追撃～,,アーバンスクウエアコハクノツイゲキ,1986,11,28,,,,ネットワーク,-,,http://mediaarts-db.jp/an/anime_series/2200,,
ANS000120900,OVA,,tKXmysKG5Mh,トゥインクルハート 銀河系までとどかない,,トゥインクルハート ギンガケイマデトドカナイ,1986,12,5,,,,サイ･エンタープライズ ／ クラウンレコード,奥田誠治,,http://mediaarts-db.jp/an/anime_series/2192,,
ANS000115800,劇場,,4Jq78kukCSo,GRAY デジタル・ターゲット,,グレイ デジタル ターゲット,1986,12,13,,,,東映クラッシクフィルム,たがみよしひさ,,http://mediaarts-db.jp/an/anime_series/2085,,
ANS000115900,劇場,,474WckDxRan,タッチ2 さよならの贈り物,,タッチツー サヨナラノオクリモノ,1986,12,13,,,,東宝株式会社,あだち充（小学館週刊少年サンデーコミックス刊）,,http://mediaarts-db.jp/an/anime_series/2087,,
ANS000115700,劇場,,JfXPpAcNRG6,強殖装甲ガイバー,映画,キョウショクソウコウガイバー,1986,12,13,,,,東映クラシックフィルム,原作/高屋良樹「月刊少年キャプテン」（徳間書店）連載中,,http://mediaarts-db.jp/an/anime_series/2083,,
ANS000121000,OVA,,2CBV7Vks89t,アウトランダーズ,,アウトランダーズ,1986,12,16,,,,ビクター音楽産業,真鍋譲治,,http://mediaarts-db.jp/an/anime_series/2194,,
ANS000116400,劇場,,pQWhrAjv4us,ゲゲゲの鬼太郎 激突!異次元妖怪の大反乱,,ゲゲゲノキタロウ ゲキトツ イジゲンヨウカイノダイハンラン,1986,12,20,,,,東映,原作/水木しげる 講談社（コミックボンボン、テレビマガジン、たのしい幼稚園、おともだち、週刊少年マガジン） 連載,,http://mediaarts-db.jp/an/anime_series/2097,,
ANS000116000,劇場,,aUViyQ8Kti4,キン肉マン 正義超人VS戦士超人,,キンニクマン セイギチョウジンブイエスセンシチョウジン,1986,12,20,,,,東映,原作/ゆでたまご 集英社「少年ジャンプ」連載,,http://mediaarts-db.jp/an/anime_series/2089,,
ANS000116100,劇場,,Pdap6feK6xr,ドラゴンボール 神龍の秘密,,ドラゴンボール シェンロンノヒミツ,1986,12,20,,,,東映,鳥山明,[DRAGON BALL],http://mediaarts-db.jp/an/anime_series/2091,,
ANS000116800,TV,,k8K5dA83ZSw,プンナよ木からおりてこい,,ブンナヨキカラオリテコイ,1986,12,20,,,,NHK,原作/水上勉（新潮社刊）,,http://mediaarts-db.jp/an/anime_series/2105,,
ANS000116200,劇場,,xAnH5fptgj9,火の鳥,映画,ヒノトリ,1986,12,20,,,,東宝,原作/手塚治虫（角川書店刊）,,http://mediaarts-db.jp/an/anime_series/2093,,
ANS000116500,劇場,,kmULp6j9v75,時空の旅人,,トキノタビビト,1986,12,20,,,,東宝,原作/眉村卓（角川文庫版）,,http://mediaarts-db.jp/an/anime_series/2099,,
ANS000121200,OVA,,zadpA3Raaki,デルパワーX 爆発みらくる元気!!,,デルパワーエックス バクハツミラクルゲンキ,1986,12,21,,,,日本コロムビア,ぷろじぇくとX,,http://mediaarts-db.jp/an/anime_series/2196,,
ANS000819100,TV,,QC5MqyBhSNs,サンタの秘密と大冒険,,サンタノヒミツトダイボウケン,1986,12,24,,,,朝日放送,原作/L・フランク・バーム,,http://mediaarts-db.jp/an/anime_series/12998,,
ANS000121300,OVA,,p3zTCd4GBEX,ウォナビーズ,,ウォナビーズ,1986,12,25,,,,ソニー･ビデオソフトウェア･インターナショナル,鈴木敏充,,http://mediaarts-db.jp/an/anime_series/2198,,
ANS000116300,TV,,ab5zZeRXXBy,Mr.ペンペンⅡ,,ミスターペンペンツー,1986,12,29,,,,テレビ朝日,原作/室山まゆみ 連載/小学館学習雑誌小学二年生,,http://mediaarts-db.jp/an/anime_series/2095,,
,OVA,,yB6AbJyWALd,くりいむレモン パート15 超次元伝説ラルII,,クリイムレモン パートフィフティーン チョウジゲンデンセツラルツー,1986,12,,,,,,,,,,
ANS000137600,OVA,,iVTHXLM8nGi,ダーティペア,未放送版,ダーティペア,1987,1,1,,,,バップ,原作／高千穂遙,,http://mediaarts-db.jp/an/anime_series/2475,,
ANS000129300,OVA,,nGJAY59vxfj,うる星やつら メモリアル・アルバム アイム・ザ・終ちゃん,,ウルセイヤツラ メモリアル アルバム アイム ザ シュウチャン,1987,1,5,,,,イベント,高橋留美子,,http://mediaarts-db.jp/an/anime_series/2342,,
ANS000123000,TV,,kyQzF7xcLaW,愛の若草物語,,アイノワカクサモノガタリ,1987,1,11,1987,12,27,フジテレビ系,ルイザ・メイ・オルコット,[若草物語],http://mediaarts-db.jp/an/anime_series/2219,,
ANS000129400,OVA,,CeECdg73TJj,エルフ・17,,エルフセブンティーン,1987,1,14,,,,東映ビデオ株式会社,山本貴嗣,,http://mediaarts-db.jp/an/anime_series/2345,,
ANS000123100,TV,,XrEkxWJ7HyW,新メイプルタウン物語 パームタウン編,,シン メイプルタウンモノガタリ ーパームタウンヘンー,1987,1,18,1987,12,27,朝日放送系（テレビ朝日）,連載／講談社 ディズニーランド・おともだち・たのしい幼稚園・テレビマガジン,,http://mediaarts-db.jp/an/anime_series/2221,,
ANS000129500,OVA,,obwGheVSebS,魔法のプリンセス ミンキーモモ・ソングスペシャル 瞳の星座,,マホウノプリンセス ミンキーモモ ソングスペシャル ヒトミノセイザ,1987,1,21,,,,ネットワーク,-,,http://mediaarts-db.jp/an/anime_series/2347,,
ANS000129200,OVA,,UPYAAfLGdrk,HELL TARGET,,ヘル ターゲット,1987,1,21,,,,ビクター音楽産業,・原作・脚本／松崎健一,,http://mediaarts-db.jp/an/anime_series/2340,,
ANS000129600,OVA,,msipACF85ag,ボディジャック 楽しい幽体離脱,,ボディジャック タノシイユウタイリダツ,1987,1,28,,,,ネットワーク,原案／森山塔,,http://mediaarts-db.jp/an/anime_series/2349,,
ANS000132400,OVA,,UwkwAEBmxQk,学園特捜ヒカルオン,,ガクエントクソウヒカルオン,1987,1,28,,,,-,越智一裕,,http://mediaarts-db.jp/an/anime_series/2407,,
ANS000123200,TV,,vXrPmQzqbdb,機甲戦記ドラグナー,,キコウセンキドラグナー,1987,2,7,1988,1,30,名古屋テレビ系（テレビ朝日）,原案／矢立肇,,http://mediaarts-db.jp/an/anime_series/2223,,
,OVA,,9qrT2LBXxSH,くりいむレモン パート16 エスカレーション3 ～天使たちのエピローグ～,,クリイムレモン パートシクスティーン エスカレーションスリー テンシタチノエピローグ,1987,2,21,,,,,,,,,
ANS000129900,OVA,,n3rQ48Nk9fV,夢幻紳士 冒険活劇編,,ムゲンシンシ ボウケンカツゲキヘン,1987,2,21,,,,ビクター音楽産業,高橋葉介,,http://mediaarts-db.jp/an/anime_series/2353,,
ANS000130100,OVA,,c45WKX4YdrB,MEGA TOKYO 2032 THE STORY OF KNIGHT SABERS BUBBLE GUM CRISIS,,メガ トーキョー ニセンサンジュウニ ザ ストーリー オブ ナイト セイバーズ バブルガムクライシス,1987,2,25,,,,東芝EMI,鈴木敏充,,http://mediaarts-db.jp/an/anime_series/2359,,
ANS000130000,OVA,,BeeTPDzNA6Z,沙羅曼蛇,,サラマンダ,1987,2,25,,,,コナミ工業,コナミ,,http://mediaarts-db.jp/an/anime_series/2355,,
ANS000129800,OVA,,35dKhnaPkyd,夢から、さめない。,,ユメカラ サメナイ,1987,2,26,,,,RVC,白倉由美,,http://mediaarts-db.jp/an/anime_series/2351,,
ANS000130200,OVA,,g7UgZqc7rXi,トワイライトQ 第1話 時の結び目 リフレクション,,トワイライトキュー ダイイチワ トキノムスミメ リフレクション,1987,2,28,,,,ネットワーク,原案／伊藤和典,,http://mediaarts-db.jp/an/anime_series/2368,,
ANS004014100,OVA,,RTaSN5ntRzc,王立宇宙軍［パイロット］,,オウリツウチュウグン パイロット,1987,2,28,,,,バンダイ,-,,http://mediaarts-db.jp/an/anime_series/17540,,
ANS003014400,TV,,ZCmazUBMNQv,みんなのうた「ぼくのバレンタインデー」,,ミンナノウタ ボクノバレンタインデー,1987,2,,,,,NHK,-,,http://mediaarts-db.jp/an/anime_series/17435,,
ANS003014500,TV,,btYRMZyduKS,みんなのうた「おじいちゃんの子守唄」,,ミンナノウタ オジイチャンノコモリウタ,1987,2,,,,,NHK,-,,http://mediaarts-db.jp/an/anime_series/17437,,
ANS003014600,TV,,mfqB84KEwif,みんなのうた「風のオルガン」,,ミンナノウタ カゼノオルガン,1987,2,,,,,NHK,-,,http://mediaarts-db.jp/an/anime_series/17439,,
ANS000130300,OVA,,6iQMwGDgRwR,みんなあげちゃう❤,OVA,ミンナアゲチャウ,1987,3,1,,,,ソニー･ビデオソフトウェア･インターナショナル,弓月光,,http://mediaarts-db.jp/an/anime_series/2370,,
ANS000130500,OVA,,G8ADcv7pyj9,魔龍戦紀,,マリュウセンキ,1987,3,5,,,,ネットワーク,-,,http://mediaarts-db.jp/an/anime_series/2372,,
