madb_1_title,madb_1_ruby,madb_2_title,madb_2_ruby,animedb_title,animedb_ruby,madb_id,madb_uri
あのこに1000％,アノコニセンパーセント,あのこに1000％,アノコニセンパーセント,あのこに1000％,アノコニセンパーセント,ANS000173200,http://mediaarts-db.jp/an/anime_series/3102
ミニ四ソルジャー Rin!,ミニヨンソルジャー リン!,ミニ四ソルジャー Rin!,ミニヨンソルジャー リン!,ミニ四ソルジャー Rin!,ミニヨンソルジャー リン,ANS000173300,http://mediaarts-db.jp/an/anime_series/3104
リトル・マーメイド[パッケージから作成した情報],リトル マーメイド,リトル・マーメイド[パッケージから作成した情報],リトル マーメイド,リトル・マーメイド,リトル マーメイド,ANS005020700,http://mediaarts-db.jp/an/anime_series/17608
冒険してもいい頃,ボウケンシテモイイコロ,冒険してもいい頃,ボウケンシテモイイコロ,冒険してもいい頃,ボウケンシテモイイコロ,ANS000173600,http://mediaarts-db.jp/an/anime_series/3108
Ys,イース,Ys,イース,Ys,イース,ANS000173400,http://mediaarts-db.jp/an/anime_series/3106
アニメ落語館,アニメラクゴカン,アニメ落語館,アニメラクゴカン,アニメ落語館,アニメラクゴカン,ANS000173700,http://mediaarts-db.jp/an/anime_series/3110
日本名作ばかし話,ニホンメイサクバカシバナシ,日本名作ばかし話,ニホンメイサクバカシバナシ,日本名作ばかし話,ニホンメイサクバカシバナシ,ANS000174100,http://mediaarts-db.jp/an/anime_series/3116
がきデカ,ガキデカ,がきデカ,ガキデカ,がきデカ,ガキデカ,ANS000173900,http://mediaarts-db.jp/an/anime_series/3114
青き炎,アオキホノオ,青き炎,アオキホノオ,青き炎,アオキホノオ,ANS000173800,http://mediaarts-db.jp/an/anime_series/3112
MEGAZONE 23 Ⅲ,メガゾーン　ツースリー　スリー,MEGAZONE 23 Ⅲ,メガゾーン　ツースリー　スリー,MEGAZONE 23 Ⅲ,メガゾーン ツースリー スリー,ANS000163500,http://mediaarts-db.jp/an/anime_series/2926
Cream Lemon,クリームレモン　／　クリイムレモン,Cream Lemon,クリームレモン　／　クリイムレモン,Cream Lemon,クリームレモン,ANS000188400,http://mediaarts-db.jp/an/anime_series/3336
ドラゴンクエスト,ドラゴン　クエスト　／　DRAGON QUEST,ドラゴンクエスト,ドラゴン　クエスト　／　DRAGON QUEST,ドラゴンクエスト,ドラゴン クエスト,ANS000163800,http://mediaarts-db.jp/an/anime_series/2930
よい子のクリスマス,ヨイコノクリスマス,よい子のクリスマス,ヨイコノクリスマス,よい子のクリスマス,ヨイコノクリスマス,ANS004013100,http://mediaarts-db.jp/an/anime_series/17530
WONDER“SAMMA”LAND サンタクロース つかまえた!,ワンダー“サンマ”ランド サンタクロース ツカマエタ!,WONDER“SAMMA”LAND サンタクロース つかまえた!,ワンダー“サンマ”ランド サンタクロース ツカマエタ!,WONDER“SAMMA”LAND サンタクロース つかまえた!,ワンダーサンマランド サンタクロース ツカマエタ,ANS000174500,http://mediaarts-db.jp/an/anime_series/3118
堕靡泥［ダビデ］の星,ダビデノホシ,堕靡泥［ダビデ］の星,ダビデノホシ,堕靡泥の星,ダビデノホシ,ANS000174600,http://mediaarts-db.jp/an/anime_series/3120
きまぐれオレンジ★ロード,キマグレオレンジ★ロード,きまぐれオレンジ★ロード,キマグレオレンジ★ロード,きまぐれオレンジ★ロード 吾輩は猫であったりおサカナであったり,キマグレオレンジロード ワガハイハネコデアッタリオサカナデアッタリ,ANS000176500,http://mediaarts-db.jp/an/anime_series/3150
きまぐれオレンジ★ロード [もぎたてスペシャル],キマグレオレンジロード [モギタテスペシャル],きまぐれオレンジ★ロード [もぎたてスペシャル],キマグレオレンジロード [モギタテスペシャル],きまぐれオレンジ★ロード もぎたてスペシャル,キマグレオレンジロード モギタテスペシャル,ANS000164100,http://mediaarts-db.jp/an/anime_series/2934
超獣機神ダンクーガ 白熱の終章,チョウジュウキシンダンクーガ ハクネツノフィナーレ,超獣機神ダンクーガ 白熱の終章,チョウジュウキシンダンクーガ ハクネツノフィナーレ,超獣機神ダンクーガ 白熱の終章,チョウジュウキシンダンクーガ ハクネツノフィナーレ,ANS000174800,http://mediaarts-db.jp/an/anime_series/3124
おがみ松吾郎,オガミマツゴロウ,おがみ松吾郎,オガミマツゴロウ,おがみ松吾郎,オガミマツゴロウ,ANS000174700,http://mediaarts-db.jp/an/anime_series/3122
ケンタウロスの伝説,ケンタウロスノデンセツ,ケンタウロスの伝説,ケンタウロスノデンセツ,ケンタウロスの伝説,ケンタウロスノデンセツ,ANS004014200,http://mediaarts-db.jp/an/anime_series/17541
ASSEMBLE INSERT,アッセンブルインサート,ASSEMBLE INSERT,アッセンブルインサート,ASSEMBLE INSERT,アッセンブルインサート,ANS000188300,http://mediaarts-db.jp/an/anime_series/3334
手天童子,シュテンドウジ,手天童子,シュテンドウジ,手天童子,シュテンドウジ,ANS000174900,http://mediaarts-db.jp/an/anime_series/3126
GALL FORCE[地球章],ガルフォース　チキュウショウ,GALL FORCE[地球章],ガルフォース　チキュウショウ,GALL FORCE地球章,ガルフォース チキュウショウ,ANS000175100,http://mediaarts-db.jp/an/anime_series/3128
のりぴーちゃん,ノリピーチャン,のりぴーちゃん,ノリピーチャン,のりぴーちゃん,ノリピーチャン,ANS000175200,http://mediaarts-db.jp/an/anime_series/3130
敵は海賊～猫たちの饗宴～,テキハカイゾク～ネコタチノキョウエン～,敵は海賊～猫たちの饗宴～,テキハカイゾク～ネコタチノキョウエン～,敵は海賊～猫たちの饗宴～,テキハカイゾク ネコタチノキョウエン,ANS000163900,http://mediaarts-db.jp/an/anime_series/2932
滝田ゆう 落語劇場,タキダユウ ラクゴゲキジョウ,滝田ゆう 落語劇場,タキダユウ ラクゴゲキジョウ,滝田ゆう 落語劇場,タキダユウ ラクゴゲキジョウ,ANS004000800,http://mediaarts-db.jp/an/anime_series/17503
,,,,唯登詩樹ベストヒット ヨーロッパの印象,ユイトシキベストヒット ヨーロッパノインショウ,,
わかやま誕生物語,ワカヤマタンジョウモノガタリ,わかやま誕生物語,ワカヤマタンジョウモノガタリ,わかやま誕生物語,ワカヤマタンジョウモノガタリ,ANS004016100,http://mediaarts-db.jp/an/anime_series/17558
交通安全でござる忍者ハットリ君パート2,コウツウアンゼンデゴザルニンジャハットリクンパート2,交通安全でござる忍者ハットリ君パート2,コウツウアンゼンデゴザルニンジャハットリクンパート2,交通安全でござる忍者ハットリ君パート2,コウツウアンゼンデゴザルニンジャハットリクンパートツー,ANS000175600,http://mediaarts-db.jp/an/anime_series/3138
カミナリ坊やピカッ太君の自転車教室,カミナリボウヤピカッタクンノジテンシャキョウシツ,カミナリ坊やピカッ太君の自転車教室,カミナリボウヤピカッタクンノジテンシャキョウシツ,カミナリ坊やピカッ太君の自転車教室,カミナリボウヤピカッタクンノジテンシャキョウシツ,ANS000175400,http://mediaarts-db.jp/an/anime_series/3134
がんばれ子象の交通安全パトロール隊,ガンバレコゾウノコウツウアンゼンパトロールタイ,がんばれ子象の交通安全パトロール隊,ガンバレコゾウノコウツウアンゼンパトロールタイ,がんばれ子象の交通安全パトロール隊,ガンバレコゾウノコウツウアンゼンパトロールタイ,ANS000175500,http://mediaarts-db.jp/an/anime_series/3136
うる星やつら 電気仕掛けのお庭番,ウルセイヤツラ　デンキジカケノオニワバン,うる星やつら 電気仕掛けのお庭番,ウルセイヤツラ　デンキジカケノオニワバン,うる星やつら 電気仕掛けのお庭番,ウルセイヤツラ デンキジカケノオニワバン,ANS000164400,http://mediaarts-db.jp/an/anime_series/2940
うる星やつら 電気仕掛けの御庭番,ウルセイヤツラ　デンキジカケノオニワバン,うる星やつら 電気仕掛けの御庭番,ウルセイヤツラ　デンキジカケノオニワバン,うる星やつら 電気仕掛けの御庭番,ウルセイヤツラ デンキジカケノオニワバン,ANS000176200,http://mediaarts-db.jp/an/anime_series/3148
おそ松くんの少年交通お巡りさん,オソマツクンノショウネンコウツウオマワリサン,おそ松くんの少年交通お巡りさん,オソマツクンノショウネンコウツウオマワリサン,おそ松くんの少年交通お巡りさん,オソマツクンノショウネンコウツウオマワリサン,ANS000175300,http://mediaarts-db.jp/an/anime_series/3132
せんすい艦に恋をしたクジラの話,センスイカンニコイヲシタクジラノハナシ,せんすい艦に恋をしたクジラの話,センスイカンニコイヲシタクジラノハナシ,せんすい艦に恋をしたクジラの話,センスイカンニコイヲシタクジラノハナシ,ANS000163600,http://mediaarts-db.jp/an/anime_series/2928
うる星やつら 月に吠える,ウルセイヤツラ　ツキニホエル,うる星やつら 月に吠える,ウルセイヤツラ　ツキニホエル,うる星やつら 月に吠える,ウルセイヤツラ ツキニホエル,ANS000176100,http://mediaarts-db.jp/an/anime_series/3145
水仙月の四月,スイセンズキノシガツ,水仙月の四月,スイセンズキノシガツ,水仙月の四日,スイセンヅキノヨッカ,ANS002044800,http://mediaarts-db.jp/an/anime_series/17145
平成 天才バカボン,ヘイセイ　テンサイバカボン,平成 天才バカボン,ヘイセイ　テンサイバカボン,平成 天才バカボン,ヘイセイ テンサイバカボン,ANS000179300,http://mediaarts-db.jp/an/anime_series/3159
ちびまる子ちゃん,チビマルコチャン(第1期),ちびまる子ちゃん,チビマルコチャン(第1期),ちびまる子ちゃん,チビマルコチャン,ANS000179400,http://mediaarts-db.jp/an/anime_series/3161
つる姫じゃ～っ!,ツルヒメジャ～ッ！,つる姫じゃ～っ!,ツルヒメジャ～ッ！,つる姫じゃ～っ!,ツルヒメジャ ッ,ANS000179500,http://mediaarts-db.jp/an/anime_series/3163
私のあしながおじさん,ワタシノアシナガオジサン,私のあしながおじさん,ワタシノアシナガオジサン,私のあしながおじさん,ワタシノアシナガオジサン,ANS000179600,http://mediaarts-db.jp/an/anime_series/3165
暗黒神話,アンコクシンワ,暗黒神話,アンコクシンワ,暗黒神話,アンコクシンワ,ANS000179200,http://mediaarts-db.jp/an/anime_series/3157
江口寿史のNANTOKA NARUDESHO!,エグチヒサシノナントカナルデショ,江口寿史のNANTOKA NARUDESHO!,エグチヒサシノナントカナルデショ,江口寿史のNANTOKA NARUDESHO!,エグチヒサシノナントカナルデショ,ANS000188700,http://mediaarts-db.jp/an/anime_series/3342
ダーティペア 謀略の005便,ダーティペアボウリャクノゼロゼロゴビン,ダーティペア 謀略の005便,ダーティペアボウリャクノゼロゼロゴビン,ダーティペア 謀略の005便,ダーティペアボウリャクノゼロゼロゴビン,ANS000188600,http://mediaarts-db.jp/an/anime_series/3340
BE-BOP-HIGHSCHOOL,ビーバップハイスクール,BE-BOP-HIGHSCHOOL,ビーバップハイスクール,BE-BOP-HIGHSCHOOL,ビーバップハイスクール,ANS000188800,http://mediaarts-db.jp/an/anime_series/3344
,,,,亜麻木硅ベストヒット チェリーなゆううつ,アマギケイベストヒット チェリーナユウウツ,,
,,,,森山塔スペシャルIII そうかもしんない,モリヤマトウスペシャルスリー ソウカモシンナイ,,
キャッ党忍伝 てやんでえ,キャットニンデン　テヤンデエ,キャッ党忍伝 てやんでえ,キャットニンデン　テヤンデエ,キャッ党忍伝 てやんでえ,キャットニンデン テヤンデエ,ANS000180000,http://mediaarts-db.jp/an/anime_series/3175
勇者エクスカイザー,ユウシャエクスカイザー,勇者エクスカイザー,ユウシャエクスカイザー,勇者エクスカイザー,ユウシャエクスカイザー,ANS000180100,http://mediaarts-db.jp/an/anime_series/3177
殺人 切符は❤色,サツジンキップハハートイロ,殺人 切符は❤色,サツジンキップハハートイロ,殺人 切符は❤色,サツジンキップハハートイロ,ANS000179700,http://mediaarts-db.jp/an/anime_series/3167
